codigo_tuss;codigo_cbhpm;descricao;porte;custo_operacional_uco;pagina_publicacao
30206359;3.02.06.35-9;Tratamento cirúrgico da estenose laringo-traqueal;9A;;42
30206367;3.02.06.36-7;Tratamento cirúrgico de trauma laríngeo (agudo);7C;;42
30207010;3.02.07.01-0;Redução de fratura do malar (sem fixação);6A;;43
30207029;3.02.07.02-9;Redução de fratura do malar (com fixação);9A;;43
30207037;3.02.07.03-7;Redução de fratura de seio frontal (acesso frontal);8C;;43
30207045;3.02.07.04-5;Redução de fratura de seio frontal (acesso coronal);8C;;43
30207061;3.02.07.06-1;Fratura do arco zigomático - redução instrumental sem fixação;5B;;43
30207070;3.02.07.07-0;Fratura do arco zigomático - redução cirúrgica com fixação;9A;;43
30207088;3.02.07.08-8;Fratura simples de mandíbula com contenção e bloqueio intermaxilar eventual;8C;;42
30207096;3.02.07.09-6;Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar;9A;;43
30207100;3.02.07.10-0;Fratura naso etmóido órbito-etmoidal;9B;;43
30207118;3.02.07.11-8;Fratura cominutiva de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxi;9C;;42
30207126;3.02.07.12-6;Fraturas complexas de mandíbula - redução cirúrgica com fixação óssea e eventual bloqueio;10B;;43
30207134;3.02.07.13-4;Fraturas alveolares - fixação com aparelho e contenção;5B;;43
30207150;3.02.07.15-0;Fratura de maxila, tipo Lefort III - redução e aplicação de levantamento crânio-maxilar co;9B;;43
30207169;3.02.07.16-9;Fratura Lefort I - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxil;9A;;43
30207177;3.02.07.17-7;Fratura Lefort II - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxi;9A;;43
30207185;3.02.07.18-5;Fratura Lefort III - fixação cirúrgica com síntese óssea, levantamento crânio-maxilar e bl;10A;;43
30207193;3.02.07.19-3;Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea, levantament;10C;;43
30207207;3.02.07.20-7;Fraturas complexas do terço médio da face, fixação cirúrgica com síntese, levantamento crâ;10C;;43
30207215;3.02.07.21-5;Retirada dos meios de fixação (na face);3B;;43
30208017;3.02.08.01-7;Artroplastia para luxação recidivante da articulação têmporo-mandibular;9B;;43
30208033;3.02.08.03-3;Osteotomias alvéolo palatinas;9B;;44
30208041;3.02.08.04-1;Osteotomias segmentares da maxila ou malar;9B;;44
30208050;3.02.08.05-0;Osteotomia tipo Lefort I;9B;;44
30208068;3.02.08.06-8;Osteotomia tipo Lefort II;10A;;44
30208076;3.02.08.07-6;Osteotomia tipo Lefort III - extracraniana;10B;;44
30208084;3.02.08.08-4;Osteotomia crânio-maxilares complexas;10C;;44
30208092;3.02.08.09-2;Redução simples da luxação da articulação têmporo- mandibular com fixação intermaxilar;6A;;44
30208106;3.02.08.10-6;Reconstrução parcial da mandíbula com enxerto ósseo;10B;;44
30208114;3.02.08.11-4;Reconstrução total de mandíbula com prótese e ou enxerto;10C;;44
30208122;3.02.08.12-2;Tratamento cirúrgico de anquilose da articulação têmporo mandibular;10C;;44
30208130;3.02.08.13-0;Translocação etmóido orbital para tratamento do hipertelorismo miocutâneo associado a expa;11A;;44
30209013;3.02.09.01-3;Osteoplastias etmóido orbitais;10A;;44
30209021;3.02.09.02-1;Osteoplastias de mandíbula;9C;;44
30209030;3.02.09.03-0;Osteoplastias do arco zigomático;9A;;44
30209048;3.02.09.04-8;Osteoplastias da órbita;10B;;44
30209056;3.02.09.05-6;Correção cirúrgica de depressão (afundamento) da região frontal;10B;;44
30210011;3.02.10.01-1;Hemiatrofia facial, correção com enxerto de gordura ou implante;9B;;44
30210020;3.02.10.02-0;Correção de tumores, cicatrizes ou ferimentos com o auxílio de expansores de tecidos - por;9B;;44
30210038;3.02.10.03-8;Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização;9B;;44
30210046;3.02.10.04-6;Paralisia facial - reanimação com o músculo temporal (região orbital), sem neurotização;9B;;44
30210054;3.02.10.05-4;Paralisia facial - reanimação com o músculo temporal (região oral) com neurotização;11C;;44
30210070;3.02.10.07-0;Reconstrução com retalhos axiais supra-orbitais e;9A;;45
30210089;3.02.10.08-9;Reconstrução com retalho axial da artéria temporal superficial;9A;;45
30210097;3.02.10.09-7;Reconstrução com retalhos em VY de pedículo subarterial;9A;;45
30210100;3.02.10.10-0;Reconstrução com rotação do músculo temporal;9C;;45
30210119;3.02.10.11-9;Exérese de tumor maligno de pele;4A;;44
30210127;3.02.10.12-7;Exérese de tumor benigno, cisto ou fístula;3C;;44
30211018;3.02.11.01-8;Biópsia de mandíbula;4A;;45
30211034;3.02.11.03-4;Ressecção de tumor de mandíbula com desarticulação de ATM;9B;;45
30211042;3.02.11.04-2;Hemimandibulectomia ou ressecção segmentar ou seccional da mandíbula;9B;;45
30211050;3.02.11.05-0;Mandibulectomia total;10A;;45
30212014;3.02.12.01-4;Cervicotomia exploradora;7C;;45
30212022;3.02.12.02-2;Drenagem de abscesso cervical profundo;6A;;45
30212030;3.02.12.03-0;Esvaziamento cervical radical (especificar o lado);9A;;45
30212049;3.02.12.04-9;Esvaziamento cervical radical ampliado;9C;;45
30212057;3.02.12.05-7;Esvaziamento cervical seletivo (especificar o lado);7C;;45
30212065;3.02.12.06-5;Exérese de cisto branquial;7C;;45
30212073;3.02.12.07-3;Exérese de cisto tireoglosso;7C;;45
30212081;3.02.12.08-1;Exérese de tumor benigno, cisto ou fístula cervical;7B;;45
30212090;3.02.12.09-0;Linfadenectomia profunda;6A;;45
30212103;3.02.12.10-3;Linfadenectomia superficial;3B;;45
30212111;3.02.12.11-1;Neuroblastoma cervical - exérese;11A;;45
30212120;3.02.12.12-0;Punção-biópsia de pescoço;2B;;45
30212138;3.02.12.13-8;Reconstrução de esôfago cervical;9C;;45
30212146;3.02.12.14-6;Ressecção de tumor de corpo carotídeo;10C;;45
30212154;3.02.12.15-4;Retração cicatricial cervical - por estágio;9A;;45
30212162;3.02.12.16-2;Retração cicatricial cervical com emprego de expansores de tecido - por estágio;9B;;45
30212170;3.02.12.17-0;Torcicolo congênito - tratamento cirúrgico;9A;;45
30212189;3.02.12.18-9;Tratamento cirúrgico da lipomatose cervical;7C;;45
30212197;3.02.12.19-7;Tratamento cirúrgico de fístula com retalho cutâneo;5B;;45
30213029;3.02.13.02-9;Bócio mergulhante: extirpação por acesso cérvico-torácico..10B - 3 5 3.02.13.03-7 Istmecto;5B;;46
30213045;3.02.13.04-5;Tireoidectomia parcial;7C;;46
30213053;3.02.13.05-3;Tireoidectomia total;9A;;46
30214017;3.02.14.01-7;Biópsia de paratireóide;7A;;46
30214025;3.02.14.02-5;Paratireoidectomia com toracotomia;10B;;46
30214033;3.02.14.03-3;Reimplante de paratireóide previamente preservada;5B;;46
30214041;3.02.14.04-1;Tratamento cirúrgico do hiperparatireoidismo primário;9A;;46
30214050;3.02.14.05-0;Tratamento cirúrgico do hiperparatireoidismo secundário;10A;;46
30215013;3.02.15.01-3;Cranioplastia;9A;;46
30215021;3.02.15.02-1;Craniotomia descompressiva;9C;;46
30215030;3.02.15.03-0;Craniotomia para tumores ósseos;9A;;46
30215048;3.02.15.04-8;Reconstrução craniana ou craniofacial;11A;;46
30215056;3.02.15.05-6;Retirada de cranioplastia;7C;;46
30215072;3.02.15.07-2;Tratamento cirúrgico da craniossinostose;8C;;46
30215080;3.02.15.08-0;Tratamento cirúrgico da fratura do crânio - afundamento;9B;;46
30215099;3.02.15.09-9;Tratamento cirúrgico da osteomielite de crânio;8B;;46
30300002;3.03.00.00-2;Porte Custo No de Porte Código Procedimentos Oper. Aux. Anest. PÁLPEBRA (3.03.01.00-9) 3.0;2B;;47
30301025;3.03.01.02-5;Biópsia de pálpebra;2B;;47
30301033;3.03.01.03-3;Blefarorrafia;3B;;47
30301041;3.03.01.04-1;Calázio;2B;;47
30301050;3.03.01.05-0;Cantoplastia lateral;4B;;47
30301068;3.03.01.06-8;Cantoplastia medial;4B;;47
30301076;3.03.01.07-6;Coloboma - com plástica;6C;;47
30301084;3.03.01.08-4;Correção cirúrgica de ectrópio ou entrópio;7A;;47
30301092;3.03.01.09-2;Correção de bolsas palpebrais - unilateral;5B;;47
30301106;3.03.01.10-6;Dermatocalaze ou blefarocalaze - unilateral;7A;;47
30301114;3.03.01.11-4;Epicanto - correção cirúrgica - unilateral;6B;;47
30301122;3.03.01.12-2;Epilação;1C;;47
30301130;3.03.01.13-0;Epilação de cílios (diatermo-coagulação);3C;;47
30301149;3.03.01.14-9;Fissura palpebral - correção cirúrgica;7A;;47
30301157;3.03.01.15-7;Lagoftalmo - correção cirúrgica;6B;;47
30301165;3.03.01.16-5;Pálpebra - reconstrução parcial (com ou sem ressecção de tumor);6B;;47
30301173;3.03.01.17-3;Pálpebra - reconstrução total (com ou sem ressecção de tumor) - por estágio;7A;;47
30301181;3.03.01.18-1;Ptose palpebral - correção cirúrgica - unilateral;7A;;47
30301190;3.03.01.19-0;Ressecção de tumores palpebrais;4B;;47
30301203;3.03.01.20-3;Retração palpebral;7A;;47
30301211;3.03.01.21-1;Simbléfaro com ou sem enxerto - correção cirúrgica;6B;;47
30301220;3.03.01.22-0;Supercílio - reconstrução total;7A;;47
30301238;3.03.01.23-8;Sutura de pálpebra;3B;;47
30301246;3.03.01.24-6;Tarsorrafia;4B;;47
30301254;3.03.01.25-4;Telecanto - correção cirúrgica - unilateral;6B;;47
30301262;3.03.01.26-2;Triquíase com ou sem enxerto;5B;;47
30301270;3.03.01.27-0;Xantelasma palpebral - exérese - unilateral;4B;;47
30302013;3.03.02.01-3;Correção da enoftalmia;8A;;47
30302021;3.03.02.02-1;Descompressão de órbita ou nervo ótico;9B;;47
30302030;3.03.02.03-0;Exenteração com osteotomia;9A;;47
30302056;3.03.02.05-6;Exérese de tumor com abordagem craniofacial oncológica (tempo facial) pálpebra, cavidade o;11B;;48
30302064;3.03.02.06-4;Fratura de órbita - redução cirúrgica;9A;;48
30302072;3.03.02.07-2;Fratura de órbita - redução cirúrgica e enxerto ósseo;9C;;48
30302080;3.03.02.08-0;Implante secundário de órbita;5C;;48
30302099;3.03.02.09-9;Microcirurgia para tumores orbitários;11B;;48
30302102;3.03.02.10-2;Reconstituição de paredes orbitárias;9B;;48
30302110;3.03.02.11-0;Reconstrução parcial de cavidade orbital - por estágio;8C;;48
30302129;3.03.02.12-9;Reconstrução total da cavidade orbital - por estágio;9B;;48
30302137;3.03.02.13-7;Tumor de órbita - exérese;9C;;48
30303010;3.03.03.01-0;Autotransplante conjuntival;4B;;48
30303028;3.03.03.02-8;Biópsia de conjuntiva;2A;;48
30303036;3.03.03.03-6;Enxerto de membrana amniótica;3C;;48
30303044;3.03.03.04-4;Infiltração subconjuntival;1B;;48
30303052;3.03.03.05-2;Plástica de conjuntiva;4C;;48
30303060;3.03.03.06-0;Pterígio - exérese;3C;;48
30303079;3.03.03.07-9;Reconstituição de fundo de saco;6B;;48
30303087;3.03.03.08-7;Sutura de conjuntiva;3A;;48
30303095;3.03.03.09-5;Transplante de limbo;7C;;48
30303109;3.03.03.10-9;Tumor de conjuntiva - exérese;3C;;48
30304016;3.03.04.01-6;Cauterização de córnea;2A;;48
30304024;3.03.04.02-4;Ceratectomia superficial - monocular;3C;;48
30304032;3.03.04.03-2;Corpo estranho da córnea - retirada;2A;;48
30304040;3.03.04.04-0;PTK ceratectomia fototerapêutica - monocular;7C;;48
30304059;3.03.04.05-9;Recobrimento conjuntival;3C;;48
30304067;3.03.04.06-7;Sutura de córnea (com ou sem hérnia de íris);5C;;48
30304075;3.03.04.07-5;Tarsoconjuntivoceratoplastia;7C;;48
30304083;3.03.04.08-3;Implante de anel intra-estromal;10C;;48
30304091;3.03.04.09-1;Fotoablação de superfície convencional - PRK;7C;31,330;48
30304105;3.03.04.10-5;Delaminação corneana com fotoablação estromal - LASIK;9C;34,470;48
30305020;3.03.05.02-0;Reconstrução da câmara anterior;9B;;49
30305039;3.03.05.03-9;Remoção de hifema;7C;;49
30305047;3.03.05.04-7;Retirada de corpo estranho da câmara anterior;7C;;49
30306019;3.03.06.01-9;Capsulotomia YAG ou cirúrgica;5A;;49
30306027;3.03.06.02-7;Facectomia com lente intra-ocular com facoemulsificação;10A;;49
30306035;3.03.06.03-5;Facectomia com lente intra-ocular sem facoemulsificação;9B;;49
30306043;3.03.06.04-3;Facectomia sem implante;7C;;49
30306051;3.03.06.05-1;Fixação iriana de lente intra-ocular;7C;;49
30306060;3.03.06.06-0;Implante secundário / explante / fixação escleral ou iriana;7C;;49
30306078;3.03.06.07-8;Remoção de pigmentos da lente intra-ocular com yag-laser;5A;;49
30307015;3.03.07.01-5;Biópsia de tumor via pars plana;5A;;49
30307023;3.03.07.02-3;Biópsia de vítreo via pars plana;3C;;49
30307031;3.03.07.03-1;Endolaser/Endodiatermia;5A;;49
30307040;3.03.07.04-0;Implante de silicone intravítreo;5A;;49
30307058;3.03.07.05-8;Infusão de perfluocarbono;5A;;49
30307066;3.03.07.06-6;Membranectomia EPI ou sub-retiniana;7C;;49
30307074;3.03.07.07-4;Retirada de corpo estranho;7C;;49
30307082;3.03.07.08-2;Retirada de óleo de silicone via pars plana;8C;;49
30307090;3.03.07.09-0;Troca fluido gasosa;5A;;49
30307104;3.03.07.10-4;Vitrectomia a céu aberto - ceratoprótese;10A;;49
30307112;3.03.07.11-2;Vitrectomia anterior;7C;;49
30307120;3.03.07.12-0;Vitrectomia vias pars plana;9C;;49
30308011;3.03.08.01-1;Biópsia de esclera;3A;;49
30308020;3.03.08.02-0;Enxerto de esclera (qualquer técnica);9B;;49
30308038;3.03.08.03-8;Sutura de esclera;7C;;49
30309018;3.03.09.01-8;Enucleação ou evisceração com ou sem implante;7C;;49
30309026;3.03.09.02-6;Injeção retrobulbar;2A;;49
30310016;3.03.10.01-6;Biópsia de íris e corpo ciliar;4B;;50
30310024;3.03.10.02-4;Cicloterapia - qualquer técnica;5A;;50
30310032;3.03.10.03-2;Cirurgias fistulizantes antiglaucomatosas;8A;;50
30310040;3.03.10.04-0;Cirurgias fistulizantes com implantes valvulares;8C;;50
30310059;3.03.10.05-9;Drenagem de descolamento de coróide;5A;;50
30310067;3.03.10.06-7;Fototrabeculoplastia (laser);5A;;50
30310075;3.03.10.07-5;Goniotomia ou trabeculotomia;9B;;50
30310083;3.03.10.08-3;Iridectomia (laser ou cirúrgica);5A;;50
30310091;3.03.10.09-1;Iridociclectomia;9C;;50
30310105;3.03.10.10-5;Sinequiotomia (cirúrgica);5A;;50
30310113;3.03.10.11-3;Sinequiotomia (laser);5A;;50
30311012;3.03.11.01-2;Biópsia de músculos;3A;;50
30311020;3.03.11.02-0;Cirurgia com sutura ajustável;7C;;50
30311039;3.03.11.03-9;Estrabismo ciclo vertical/transposição - monocular;8A;;50
30311047;3.03.11.04-7;Estrabismo horizontal - monocular;7C;;50
30311055;3.03.11.05-5;Injeção de toxina botulínica - monocular;3C;;50
30312019;3.03.12.01-9;Aplicação de placa radiativa episcleral;7C;;50
30312027;3.03.12.02-7;Biópsia de retina;4B;;50
30312035;3.03.12.03-5;Exérese de tumor de coróide e/ou corpo ciliar;9C;;50
30312043;3.03.12.04-3;Fotocoagulação (laser) - por sessão - monocular;5A;;50
30312051;3.03.12.05-1;Infusão de gás expansor;4B;;50
30312060;3.03.12.06-0;Pancrioterapia periférica;7A;;50
30312078;3.03.12.07-8;Remoção de implante episcleral;4B;;50
30312086;3.03.12.08-6;Retinopexia com introflexão escleral;9B;;50
30312094;3.03.12.09-4;Retinopexia pneumática;7A;;50
30312108;3.03.12.10-8;Retinopexia profilática (criopexia);4B;;50
30312116;3.03.12.11-6;Retinotomia relaxante;5A;;50
30313023;3.03.13.02-3;Dacriocistectomia - unilateral;7A;;51
30313031;3.03.13.03-1;Dacriocistorrinostomia com ou sem intubação - unilateral;8C;;51
30313040;3.03.13.04-0;Fechamento dos pontos lacrimais;2A;;51
30313058;3.03.13.05-8;Reconstituição de vias lacrimais com silicone ou outro material;7A;;51
30313066;3.03.13.06-6;Sondagem das vias lacrimais - com ou sem lavagem;2B;;51
30400007;3.04.00.00-7;Porte Custo No de Porte Código Procedimentos Oper. Aux. Anest. PAVILHÃO AURICULAR (3.04.01;2B;;52
30401020;3.04.01.02-0;Exérese de tumor com abordagem craniofacial oncológica pavilhão auricular (tempo facial);11B;;52
30401038;3.04.01.03-8;Exérese de tumor com fechamento primário;3C;;52
30401046;3.04.01.04-6;Outros defeitos congênitos que não a microtia;9B;;52
30401054;3.04.01.05-4;Reconstrução de orelha - retoques;5B;;52
30401062;3.04.01.06-2;Reconstrução de unidade anatômica do pavilhão auricular - por estágio;9B;;52
30401070;3.04.01.07-0;Reconstrução total de orelha (único estágio);8C;;52
30401089;3.04.01.08-9;Ressecção de tumor de pavilhão auricular, incluindo parte do osso temporal;10A;;52
30401097;3.04.01.09-7;Ressecção subtotal ou total de orelha;5B;;52
30401100;3.04.01.10-0;Tratamento cirúrgico de sinus pré-auricular;5B;;52
30402018;3.04.02.01-8;Aspiração auricular ou curativo;1C;;52
30402026;3.04.02.02-6;Biópsia (orelha externa);3B;;52
30402034;3.04.02.03-4;Cisto pré-auricular (coloboma auris) - exérese-unilateral;6B;;52
30402042;3.04.02.04-2;Corpos estranhos, pólipos ou biópsia - em consultório;3B;;52
30402050;3.04.02.05-0;Corpos estranhos, pólipos ou biópsia - em hospital sob anestesia geral;4A;;52
30402069;3.04.02.06-9;Estenose de conduto auditivo externo - correção;8A;;52
30402077;3.04.02.07-7;Furúnculo - drenagem (ouvido);2B;;52
30402085;3.04.02.08-5;Pericondrite de pavilhão - tratamento cirúrgico com desbridamento;5B;;52
30402093;3.04.02.09-3;Tumor benigno de conduto auditivo externo - exérese;4A;;52
30403014;3.04.03.01-4;Cauterização de membrana timpânica;1B;;52
30403030;3.04.03.03-0;Estapedectomia ou estapedotomia;9B;;52
30403049;3.04.03.04-9;Exploração e descompressão parcial do nervo facial intratemporal;10A;;52
30403057;3.04.03.05-7;Fístula perilinfática - fechamento cirúrgico;6A;;52
30403065;3.04.03.06-5;Glomus jugular - ressecção;11C;;52
30403073;3.04.03.07-3;Glomus timpânicus - ressecção;9A;;52
30403081;3.04.03.08-1;Mastoidectomia simples ou radical modificada;9B;;52
30403103;3.04.03.10-3;Paracentese do tímpano - miringotomia, unilateral (em consultório);2A;;53
30403111;3.04.03.11-1;Tímpano-mastoidectomia;10C;;53
30403120;3.04.03.12-0;Timpanoplastia com reconstrução da cadeia ossicular;9B;;53
30403138;3.04.03.13-8;Timpanoplastia tipo I - miringoplastia - unilateral;8C;;53
30403146;3.04.03.14-6;Timpanotomia exploradora - unilateral;4A;;53
30403154;3.04.03.15-4;Timpanotomia para tubo de ventilação - unilateral;6C;;53
30403162;3.04.03.16-2;Paracentese do tímpano, unilateral, em hospital/anest. geral;4A;;53
30404010;3.04.04.01-0;Doença de Meniere - tratamento cirúrgico - descompressão do saco endolinfático ou “shunt”;10B;;53
30404029;3.04.04.02-9;Enxerto parcial intratemporal do nervo facial - do foramem estilo-mastóideo ao gânglio gen;11A;;53
30404037;3.04.04.03-7;Enxerto parcial intratemporal do nervo facial - do gânglio geniculado ao meato acústico in;11B;;53
