competencia;codigo_terminologia;terminologia;codigo_termo;termo;inicio_vigencia;fim_vigencia;fim_implantacao;tipo_acao
Janeiro/2026;19;Terminologia de OPME;104812680;Fita Elástica Adesiva Dermofuncional;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104817097;Fixador Circular S V Saúde;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104815566;Fixador Externo DIABEFIX;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813776;FIXADOR EXTERNO LINEAR;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813792;FIXADOR EXTERNO LINEAR CLICKFIX;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813784;FIXADOR EXTERNO T A T ANGULAR FAST;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813164;Fixador Lateral BettaTech para Cotovelo;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813172;Fixador Lateral BettaTech para Joelho;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813180;Fixador Lateral BettaTech para Úmero;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;20;Terminologia de Medicamentos;90619978;FLEXMUSCULAR;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813300;FLOWASSIST BOLSA COLOSTOMIA DRENAVEL;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813318;FLOWASSIST BOLSA COLOSTOMIA FECHADA;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813296;FLOWASSIST BOLSA UROSTOMIA DRENAVEL;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813326;FLOWASSIST PLACA OSTOMIA;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104814861;Flush Bipolar Duo BBT;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813610;Forcex Stimgel;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;20;Terminologia de Medicamentos;90620240;FOSFATO DE CODEÍNA;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;20;Terminologia de Medicamentos;90620283;FOSFATO DISSODICO DE DEXAMETASONA;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;20;Terminologia de Medicamentos;90620291;FOSFATO DISSODICO DE DEXAMETASONA;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104816082;FRASCO DE NUTRIÇÃO ENTERAL ESTÉRIL;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104816538;FRASCO ENTERAL BIONUTRI NÃO ESTÉRIL;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104814420;FULL SPINE;2026-02-01;;2026-04-30;Incluído
