competencia;codigo_terminologia;terminologia;codigo_termo;termo;inicio_vigencia;fim_vigencia;fim_implantacao;tipo_acao
Janeiro/2026;19;Terminologia de OPME;104795743;MONOPREV - NP1102;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796006;MONOPREV - NP1103;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796014;MONOPREV - NP1104;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796022;MONOPREV - NP1105;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796030;MONOPREV - NP1106;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796073;MONOPREV - NP1107;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796090;MONOPREV - NP1108;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796103;MONOPREV - NP1109;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796111;MONOPREV - NP1110;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796146;MONOPREV - NP1111;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796154;MONOPREV - NP1112;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796170;MONOPREV - NP1114;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796200;MONOPREV - NP1115;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796227;MONOPREV - NP1116;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796235;MONOPREV - NP1117;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796243;MONOPREV - NP1118;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796251;MONOPREV - NP1119;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796120;MONOPREV - NP1120;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796138;MONOPREV - NP1121;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795816;MONOPREV - NP1122;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796219;MONOPREV - NP1123;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796162;MONOPREV - NP1124;2026-02-01;;2026-04-30;Incluído
